1	2			0
2	-0.5773502691896257 	1
2	0.5773502691896257	1
3	-0.7745966692414834	0.5555555555555556
3	0			0.8888888888888888
3	0.7745966692414834	0.5555555555555556
4	-0.3399810435848563	0.6521451548625461
4	0.3399810435848563	0.6521451548625461
4	-0.8611363115940526	0.3478548451374538
4	0.8611363115940526	0.3478548451374538
5	0			0.5688888888888889
5	-0.5384693101056831	0.4786286704993665
5	0.5384693101056831	0.4786286704993665
5	-0.9061798459386640	0.2369268850561891
5	0.9061798459386640	0.2369268850561891
6	0.6612093865		0.360761573
6	-0.6612093865		0.360761573
6	-0.2386191861		0.4679139346
6	0.2386191861		0.4679139346
6	-0.9324695142		0.1713244924
6	0.9324695142		0.1713244924
7	0			0.4179591837
7	0.4058451514		0.3818300505
7	-0.4058451514		0.3818300505
7	-0.7415311856		0.2797053915
7	0.7415311856		0.2797053915
7	-0.9491079123		0.1294849662
7	0.9491079123		0.1294849662
8	-0.1834346425		0.3626837834
8	0.1834346425		0.3626837834
8	-0.5255324099		0.3137066459
8	0.5255324099		0.3137066459
8	-0.7966664774		0.2223810345
8	0.7966664774		0.2223810345
8	-0.9602898565		0.1012285363
8	0.9602898565		0.1012285363
9	0			0.330239355
9	-0.8360311073		0.1806481607
9	0.8360311073		0.1806481607
9	-0.9681602395		0.0812743884
9	0.9681602395		0.0812743884
9	-0.3242534234		0.312347077
9	0.3242534234		0.312347077
9	-0.6133714327		0.2606106964
9	0.6133714327		0.2606106964
10	-0.148874339		0.2955242247
10	0.148874339		0.2955242247
10	-0.4333953941		0.2692667193
10	0.4333953941		0.2692667193
10	-0.6794095683		0.2190863625
10	0.6794095683		0.2190863625
10	-0.8650633667		0.1494513492
10	0.8650633667		0.1494513492
10	-0.9739065285		0.0666713443
10	0.9739065285		0.0666713443


